,id,url,name,national_park,rating,difficulty,length,elevation_gain,route_type,dog_status,kid_status,bike_status,attributes,state,time
4978,4981,https://www.alltrails.com/trail/us/virginia/mary-s-rock-via-the-appalachian-trail-southern-approach?ref=result-card,Mary's Rock via the Appalachian Trail (Southern Approach),Shenandoah National Park,4.5,moderate,3.1,784.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee']",Virginia,1.25
4982,4985,https://www.alltrails.com/trail/us/virginia/turk-mountain-trail?ref=result-card,Turk Mountain Trail,Shenandoah National Park,4.5,moderate,2.5,702.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'camping', 'hiking', 'nature trips', 'bird watching', 'running', 'forest', 'views', 'wildflowers', 'blowdown', 'bugs', 'over grown', 'rocky', 'scramble', 'fee']",Virginia,1.48
4983,4986,https://www.alltrails.com/trail/us/virginia/berry-hollow-to-old-rag-mountain-trail--3?ref=result-card,Berry Hollow to Old Rag Mountain Trail,Shenandoah National Park,4.5,hard,5.4,1745.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'scramble', 'fee', 'no dogs']",Virginia,3.18
4984,4987,https://www.alltrails.com/trail/us/virginia/old-rag-mountain-via-weakley-hollow-fire-road?ref=result-card,Old Rag Mountain via Weakley Hollow Fire Road,Shenandoah National Park,5.0,moderate,9.7,2381.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['camping', 'hiking', 'nature trips', 'bird watching', 'running', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'rocky', 'scramble', 'fee', 'no dogs']",Virginia,4.92
4988,4991,https://www.alltrails.com/trail/us/virginia/overall-run-loop?ref=result-card,Overall Run Loop,Shenandoah National Park,4.5,hard,8.7,2011.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'forest', 'views', 'waterfall', 'wildflowers', 'wildlife', 'bugs', 'rocky', 'fee']",Virginia,4.87
4989,4992,https://www.alltrails.com/trail/us/virginia/doyles-river-loop-via-appalachian-trail?ref=result-card,Doyles River Loop via Appalachian Trail,Shenandoah National Park,4.5,moderate,9.0,1824.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'walking', 'bird watching', 'forest', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee']",Virginia,4.57
4993,4996,https://www.alltrails.com/trail/us/virginia/snead-farm-dickey-ridge-loop-trail?ref=result-card,Snead Farm Dickey Ridge Loop Trail,Shenandoah National Park,4.0,easy,3.4,524.0,Loop,Dogs On Leash,Kid Friendly,No Restrictions,"['dogs on leash', 'kid friendly', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'over grown', 'rocky', 'fee']",Virginia,1.72
4996,4999,https://www.alltrails.com/trail/us/virginia/hazel-falls-and-caves?ref=result-card,Hazel Falls and Caves,Shenandoah National Park,4.5,moderate,5.3,1023.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'walking', 'bird watching', 'cave', 'views', 'waterfall', 'wildflowers', 'over grown', 'rocky', 'scramble', 'fee']",Virginia,2.83
4998,5001,https://www.alltrails.com/trail/us/virginia/marys-rock-via-pinnacle-picnic-grounds?ref=result-card,Marys Rock via Pinnacle Picnic Grounds,Shenandoah National Park,4.5,moderate,6.6,1391.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'walking', 'running', 'forest', 'views', 'rocky', 'fee']",Virginia,3.6
5008,5011,https://www.alltrails.com/trail/us/virginia/lewis-spring-falls-trail?ref=result-card,Lewis Spring Falls Trail,Shenandoah National Park,4.0,moderate,2.8,816.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'walking', 'forest', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky', 'fee']",Virginia,1.68
5009,5012,https://www.alltrails.com/trail/us/virginia/appalachian-trail-jones-run-trail-to-pinefield-gap?ref=result-card,Appalachian Trail: Jones Run Trail to Pinefield Gap,Shenandoah National Park,4.5,moderate,7.3,1364.0,Loop,Dogs On Leash,Kid Friendly,No Restrictions,"['dogs on leash', 'kid friendly', 'hiking', 'walking', 'views', 'waterfall', 'rocky', 'fee']",Virginia,3.87
5016,5019,https://www.alltrails.com/trail/us/virginia/ridge-trail-to-old-rag-mountain?ref=result-card,Ridge Trail to Old Rag Mountain,Shenandoah National Park,5.0,moderate,7.0,2362.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'running', 'forest', 'river', 'views', 'wildlife', 'fee']",Virginia,3.82
5018,5021,https://www.alltrails.com/trail/us/virginia/hightop-peak-trail?ref=result-card,Hightop Peak Trail,Shenandoah National Park,4.5,moderate,3.0,941.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'forest', 'views', 'fee']",Virginia,1.85
5026,5029,https://www.alltrails.com/trail/us/virginia/white-oak-canyon-trail-to-upper-falls-overlook?ref=result-card,White Oak Canyon Trail to Upper Falls Overlook,Shenandoah National Park,4.5,hard,6.1,1440.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky', 'fee']",Virginia,2.45
5030,5033,https://www.alltrails.com/trail/us/virginia/mount-marshall-loop-via-appalachian-trail--2?ref=result-card,Mount Marshall Loop via Appalachian Trail,Shenandoah National Park,4.5,hard,13.4,2162.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'backpacking', 'camping', 'cross-country skiing', 'hiking', 'nature trips', 'bird watching', 'running', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee']",Virginia,6.4
5035,5038,https://www.alltrails.com/trail/us/virginia/staunton-river-trail-to-bear-church-rock?ref=result-card,Staunton River Trail to Bear Church Rock,Shenandoah National Park,4.5,moderate,8.4,2194.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'rocky', 'historic site', 'fee']",Virginia,4.4
5039,5042,https://www.alltrails.com/trail/us/virginia/cedar-run-falls-trail?ref=result-card,Cedar Run Falls Trail,Shenandoah National Park,4.5,hard,5.8,2247.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'beach', 'river', 'views', 'waterfall', 'wildlife', 'rocky', 'fee']",Virginia,3.85
5041,5044,https://www.alltrails.com/trail/us/virginia/calvary-and-chimney-rocks-trail?ref=result-card,Calvary and Chimney Rocks Trail,Shenandoah National Park,4.5,easy,3.2,846.0,Out & back,Dogs On Leash,Kid Friendly,No Restrictions,"['dogs on leash', 'kid friendly', 'hiking', 'forest', 'views', 'wildflowers', 'fee']",Virginia,1.87
5042,5045,https://www.alltrails.com/trail/us/virginia/laurel-prong-rapidan-camp-jones-mountain-trail-via-appalachian-trail?ref=result-card,"Laurel Prong, Rapidan Camp, Jones Mountain Trail via Appalachian Trail",Shenandoah National Park,4.5,moderate,7.2,1354.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'bird watching', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'scramble', 'fee']",Virginia,3.82
5044,5047,https://www.alltrails.com/trail/us/virginia/trayfoot-mountain-trail?ref=result-card,Trayfoot Mountain Trail,Shenandoah National Park,4.5,moderate,9.9,2299.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'walking', 'bird watching', 'forest', 'views', 'wildflowers', 'wildlife', 'fee']",Virginia,5.53
5046,5049,https://www.alltrails.com/trail/us/virginia/compton-peak-summit-via-appalachian-trail?ref=result-card,Compton Peak Summit via Appalachian Trail,Shenandoah National Park,4.5,moderate,1.9,593.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'rock climbing', 'walking', 'bird watching', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee']",Virginia,1.17
5047,5050,https://www.alltrails.com/trail/us/virginia/overall-run-falls-via-tuscarora-overall-run-trail?ref=result-card,Overall Run Falls via Tuscarora - Overall Run Trail,Shenandoah National Park,4.5,moderate,6.5,1604.0,Loop,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'river', 'views', 'waterfall', 'wildlife', 'fee']",Virginia,3.7
5049,5052,https://www.alltrails.com/trail/us/virginia/north-fork-moormans-river--2?ref=result-card,North Fork Moormans River,Shenandoah National Park,4.5,easy,4.8,531.0,Out & back,Dogs On Leash,Kid Friendly,No Restrictions,"['dogs on leash', 'kid friendly', 'cross-country skiing', 'fishing', 'hiking', 'nature trips', 'walking', 'bird watching', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'muddy', 'rocky', 'fee']",Virginia,1.95
5051,5054,https://www.alltrails.com/trail/us/virginia/little-stony-man-to-stony-man-loop-via-appalachian-trail?ref=result-card,Little Stony Man to Stony Man Loop via Appalachian Trail,Shenandoah National Park,4.5,moderate,3.1,833.0,Loop,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'running', 'forest', 'views', 'fee']",Virginia,1.82
5058,5061,https://www.alltrails.com/trail/us/virginia/shenandoah-national-park-loop?ref=result-card,Shenandoah National Park Loop,Shenandoah National Park,5.0,hard,26.1,7385.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'forest', 'river', 'views', 'waterfall', 'wildlife', 'rocky', 'scramble', 'fee', 'no dogs']",Virginia,24.0
5062,5065,https://www.alltrails.com/trail/us/virginia/buck-ridge-trail-to-marys-rock-loop?ref=result-card,Buck Ridge Trail To Mary's Rock Loop,Shenandoah National Park,4.5,moderate,8.8,2585.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'rock climbing', 'walking', 'bird watching', 'running', 'beach', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'snow', 'fee']",Virginia,5.28
5071,5074,https://www.alltrails.com/trail/us/virginia/mill-prong-to-rapidan-camp?ref=result-card,Mill Prong to Rapidan Camp,Shenandoah National Park,4.5,moderate,3.7,731.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'camping', 'hiking', 'walking', 'running', 'forest', 'river', 'waterfall', 'wildflowers', 'fee']",Virginia,1.98
5073,5076,https://www.alltrails.com/trail/us/virginia/passamaquoddy-trail?ref=result-card,Passamaquoddy Trail,Shenandoah National Park,4.5,easy,2.5,633.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'views', 'wildflowers', 'fee']",Virginia,1.43
5075,5078,https://www.alltrails.com/trail/us/virginia/limberlost-trail?ref=result-card,Limberlost Trail,Shenandoah National Park,4.0,easy,1.3,98.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['wheelchair friendly', 'kid friendly', 'stroller friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'forest', 'partially paved', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Virginia,0.58
5101,5104,https://www.alltrails.com/trail/us/virginia/loft-mountain-loop-via-frazier-discovery-and-appalachian-trails?ref=result-card,Loft Mountain Loop via Frazier Discovery and Appalachian Trails,Shenandoah National Park,4.5,easy,2.0,495.0,Loop,Dogs On Leash,Kid Friendly,No Restrictions,"['dogs on leash', 'kid friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee']",Virginia,0.78
5107,5110,https://www.alltrails.com/trail/us/virginia/rose-river-trail-to-story-of-the-forest-trail-loop?ref=result-card,Rose River Trail to Story of the Forest Trail Loop,Shenandoah National Park,4.5,moderate,6.4,1522.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'walking', 'running', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'bugs', 'rocky', 'fee', 'no dogs']",Virginia,3.6
5109,5112,https://www.alltrails.com/trail/us/virginia/robertson-mountain-trail-loop?ref=result-card,Robertson Mountain Trail Loop,Shenandoah National Park,4.5,hard,9.1,2483.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee']",Virginia,5.35
5112,5115,https://www.alltrails.com/trail/us/virginia/dickey-hill-trail?ref=result-card,Dickey Ridge Trail,Shenandoah National Park,4.5,moderate,18.0,3766.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'fee']",Virginia,9.8
5114,5117,https://www.alltrails.com/trail/us/virginia/moormans-river-overnight-loop-via-appalachian-trail?ref=result-card,Moormans River Overnight Loop via Appalachian Trail,Shenandoah National Park,4.5,hard,17.1,3159.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'backpacking', 'camping', 'fishing', 'hiking', 'bird watching', 'forest', 'lake', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee']",Virginia,9.02
5117,5120,https://www.alltrails.com/trail/us/virginia/mathews-arm-overall-run-trail?ref=result-card,Mathews Arm Overall Run Trail,Shenandoah National Park,4.0,hard,8.9,2408.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'horseback riding', 'nature trips', 'bird watching', 'running', 'forest', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee']",Virginia,5.22
5122,5125,https://www.alltrails.com/trail/us/virginia/cedar-run-trail-to-white-oak-fire-road-loop?ref=result-card,Cedar Run Trail to White Oak Fire Road Loop,Shenandoah National Park,4.5,hard,7.4,2247.0,Loop,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'views', 'waterfall', 'fee']",Virginia,4.5
5123,5126,https://www.alltrails.com/trail/us/virginia/rose-river-trail-to-lewis-falls-trail-loop?ref=result-card,Rose River Trail to Lewis Falls Trail and Appalachian Trail,Shenandoah National Park,4.5,moderate,7.8,2148.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'waterfall', 'wildlife', 'fee', 'no dogs']",Virginia,4.15
5125,5128,https://www.alltrails.com/trail/us/virginia/little-stony-man-via-appalachian-trail?ref=result-card,Little Stony Man via Appalachian Trail,Shenandoah National Park,4.5,moderate,1.2,337.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'running', 'forest', 'views', 'fee']",Virginia,0.72
5129,5132,https://www.alltrails.com/trail/us/virginia/lands-run-falls-trail?ref=result-card,Lands Run Falls Trail,Shenandoah National Park,4.0,easy,3.9,869.0,Out & back,Dogs On Leash,Kid Friendly,No Restrictions,"['dogs on leash', 'kid friendly', 'hiking', 'horseback riding', 'nature trips', 'forest', 'views', 'waterfall', 'wildflowers', 'fee']",Virginia,1.57
5135,5138,https://www.alltrails.com/trail/us/virginia/sugarloaf-loop-via-appalachian-trail?ref=result-card,Sugarloaf Loop via Appalachian Trail,Shenandoah National Park,4.5,easy,4.5,915.0,Loop,No Restrictions,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'dog friendly', 'forest', 'views', 'wildflowers', 'fee']",Virginia,2.43
5136,5139,https://www.alltrails.com/trail/us/virginia/hawksbill-summit-via-appalachian-trail?ref=result-card,Hawksbill Summit via Appalachian Trail,Shenandoah National Park,4.5,moderate,4.5,1099.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'fee']",Virginia,1.82
5137,5140,https://www.alltrails.com/trail/us/virginia/lands-run-falls-to-hickerson-hollow-via-appalachian-trail?ref=result-card,Lands Run Falls to Hickerson Hollow via Appalachian Trail,Shenandoah National Park,4.0,moderate,9.8,2034.0,Loop,Dogs On Leash,Not Kid Friendly,Ideal For Biking,"['dogs on leash', 'backpacking', 'camping', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'scenic driving', 'walking', 'bird watching', 'running', 'forest', 'partially paved', 'river', 'views', 'waterfall', 'wildlife', 'muddy', 'rocky', 'off trail', 'fee']",Virginia,4.88
5153,5156,https://www.alltrails.com/trail/us/virginia/cedar-run-trail-to-hawksbill-to-white-oak-trail-loop?ref=result-card,Cedar Run Trail to Hawksbill to White Oak Trail Loop,Shenandoah National Park,5.0,hard,12.5,3480.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'hiking', 'nature trips', 'bird watching', 'running', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee']",Virginia,7.38
5155,5158,https://www.alltrails.com/trail/us/virginia/fox-hollow-to-dickey-ridge-loop?ref=result-card,Fox Hollow to Dickey Ridge Loop,Shenandoah National Park,4.5,easy,4.8,830.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'running', 'forest', 'river', 'views', 'historic site', 'fee', 'no dogs']",Virginia,1.93
5156,5159,https://www.alltrails.com/trail/us/virginia/millers-head-trail?ref=result-card,Millers Head Trail,Shenandoah National Park,4.5,easy,1.6,357.0,Out & back,Dogs On Leash,Kid Friendly,No Restrictions,"['dogs on leash', 'kid friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee']",Virginia,0.88
5158,5161,https://www.alltrails.com/trail/us/virginia/thompson-hollow-hike-to-falls?ref=result-card,Overall Run Falls via Thompson Hollow,Shenandoah National Park,4.5,moderate,1.8,311.0,Out & back,No Restrictions,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'walking', 'forest', 'river', 'views', 'waterfall', 'fee']",Virginia,0.73
